"date","hour","size","lret","vol","garch_vol"
2015-01-02,9,381775,1.0819605377475,0.87842347529093,0.345520078063077
2015-01-02,10,928228,0.141334094255097,0.496337946416209,0.345520078063077
2015-01-02,11,813353,0.122737051308608,0.478303438760453,0.345520078063077
2015-01-02,12,356668,-0.233329345696642,0.151939481936695,0.345520078063077
2015-01-02,13,408163,-0.462122267926102,0.25810430684547,0.345520078063077
2015-01-02,14,372762,0.209760086781774,0.277086275888855,0.345520078063077
2015-01-02,15,634213,0.0800862510077494,0.343573427859075,0.345520078063077
2015-01-02,16,157032,-0.19108089766231,0.19108089766231,0.345520078063077
2015-01-05,9,436930,-1.01618654443598,0.74577060232461,0.345520078063077
2015-01-05,10,714459,0.212819309168388,0.368838858694262,0.345520078063077
2015-01-05,11,489768,0.118731462159349,0.404129589519065,0.345520078063077
2015-01-05,12,416023,-0.419314066830623,0.249503689629427,0.345520078063077
2015-01-05,13,414081,0.175449634579916,0.177786851751358,0.345520078063077
2015-01-05,14,419537,-0.238184893852011,0.207386477960408,0.345520078063077
2015-01-05,15,781904,0.250705239429827,0.194100780565463,0.345520078063077
2015-01-05,16,232181,-0.150347707328713,0.150347707328713,0.345520078063077
2015-01-06,9,181182,-0.150649705222961,0.179842427001463,0.518756444247382
2015-01-06,10,874057,-0.554332128135826,0.660434614839463,0.320396216228357
2015-01-06,11,1213152,-1.26499477912132,0.725152441247981,0.326173549377884
2015-01-06,12,641366,-0.0152263382678264,0.22130578565383,0.411375577090097
2015-01-06,13,748413,-0.260229458720485,0.555549470499898,0.343536920562291
2015-01-06,14,528309,0.340429566754974,0.405804662400461,0.333355844854902
2015-01-06,15,968066,0.0149584519687274,0.40464746182215,0.335936058437378
2015-01-06,16,242884,-0.259212587337121,0.259212587337121,0.31998312826797
2015-01-07,9,427746,-1.14894153997556,1.02638626324609,0.400473899255772
2015-01-07,10,835962,-0.376631281878304,0.466255432560675,0.407801253513278
2015-01-07,11,587725,0.11619651426793,0.35378816024155,0.611677394513455
2015-01-07,12,397865,0.0773894015149601,0.339328860327348,0.351247087002638
2015-01-07,13,351034,-0.0193417363035131,0.330514645461536,0.328026214333242
2015-01-07,14,490524,-0.549576270912588,0.292446757639348,0.333052727918917
2015-01-07,15,722146,0.420535669743227,0.31558129336678,0.317591363382814
2015-01-07,16,234427,0.0516362239576296,0.0516362239576296,0.325050410570624
2015-01-08,9,458760,0.523661711377876,0.519315458810115,0.615514724322978
2015-01-08,10,743549,0.725957268255062,0.627345779379604,0.379084635972076
2015-01-08,11,541069,-0.0530670254028642,0.201062912027396,0.459118413747249
2015-01-08,12,288288,0.290606054540454,0.173515515316678,0.354484838676449
2015-01-08,13,369309,0.0820380025082557,0.209002034746701,0.308147582473625
2015-01-08,14,416626,0.114589150004907,0.359017519265254,0.377179969754668
2015-01-08,15,647277,-0.253418446041476,0.248321609959397,0.34094492271629
2015-01-08,16,146840,-0.0063121350817319,0.0063121350817319,0.29296990499889
2015-01-09,9,339859,0.161969503407811,1.20250499127429,0.505492112641304
2015-01-09,10,870206,-0.294616460923969,0.733516658134378,0.460706123188751
2015-01-09,11,423242,-0.227804945697141,0.433409471535454,0.485516453408697
2015-01-09,12,329240,0.265722034119076,0.239357772851592,0.337248772596413
2015-01-09,13,446642,0.113665079173852,0.279153741924521,0.290494136246332
2015-01-09,14,346849,0.000504889858277124,0.250929866414362,0.325749608262881
2015-01-09,15,797593,0.446585052321513,0.398840274050869,0.311488504522231
2015-01-09,16,297777,0.0628101270570447,0.0628101270570447,0.28522702228338
2015-01-12,9,484225,-1.36780247961008,0.801899635306156,0.51019816928307
2015-01-12,10,693016,0.299220341028317,0.613806184002201,0.446072289383205
2015-01-12,11,426502,-0.324791067341135,0.444517703754054,0.457962087990034
2015-01-12,12,305576,0.10842341261128,0.238719808326751,0.341374194700841
2015-01-12,13,386653,-0.248764280734726,0.233723568205035,0.285300158439288
2015-01-12,14,431839,-0.358285731960084,0.238635244568857,0.320503650179368
2015-01-12,15,783582,0.352537706245659,0.409882365685208,0.343588503111247
2015-01-12,16,167767,-0.0964884049158954,0.0964884049158954,0.270890325397929
2015-01-13,9,345854,0.734180512994875,0.505638271424871,0.704333813972614
2015-01-13,10,708063,0.825815196328872,0.491286101100993,0.432395996593745
2015-01-13,11,570901,-0.429326429962806,0.388983573326691,0.465882932830021
2015-01-13,12,369005,-0.264151096990783,0.274039592316675,0.32864842547768
2015-01-13,13,479033,-1.46051618956884,0.767739865071028,0.290795155018236
2015-01-13,14,503845,0.0270272257814952,0.454489889756972,0.404241716906446
2015-01-13,15,717323,0.146828843129843,0.719235348021896,0.362855934830355
2015-01-13,16,124936,0.0573961305256887,0.0573961305256887,0.26964563086854
2015-01-14,9,444252,-0.362178639336541,0.506649395286601,0.621947928546842
2015-01-14,10,998900,1.16591226996308,0.673743370636201,0.522278463651992
2015-01-14,11,580812,-0.636024115732159,0.587652643821684,0.479067080126657
2015-01-14,12,289500,-0.254900517140388,0.304527408790865,0.357747422675059
2015-01-14,13,389678,-0.287882079895141,0.419290715916092,0.650528475199787
2015-01-14,14,520465,0.523445847482851,0.490445081361112,0.337817738432067
2015-01-14,15,659304,0.418063848442873,0.600024848436119,0.335878573940858
2015-01-14,16,149687,-0.00635532221542334,0.00635532221542334,0.257051219273957
2015-01-15,9,298471,-1.09893860243133,0.660624757494388,0.612008202242262
2015-01-15,10,458325,0.375156419554301,0.514459943603608,0.658768511610935
2015-01-15,11,455215,-0.232849954382974,0.632650476609061,0.506683889456237
